filename,fold_number,auroc,ap,precision,recall,f1_score,accuracy,tn,fp,fn,tp,multi_auroc,multi_ap,multi_precision,multi_recall,multi_f1_score,multi_accuracy,train_patients_neg_abdominal_nec,train_patients_neg_all,train_patients_neg_brain_ivh_stage_3_4,train_patients_neg_cns_los,train_patients_neg_cps_los,train_patients_neg_infection,train_patients_neg_los,train_patients_neg_pneumonia,train_patients_neg_sepsis,train_patients_pos_abdominal_nec,train_patients_pos_any,train_patients_pos_brain_ivh_stage_3_4,train_patients_pos_cns_los,train_patients_pos_cps_los,train_patients_pos_infection,train_patients_pos_los,train_patients_pos_pneumonia,train_patients_pos_sepsis,train_windows_neg_abdominal_nec,train_windows_neg_all,train_windows_neg_brain_ivh_stage_3_4,train_windows_neg_cns_los,train_windows_neg_cps_los,train_windows_neg_infection,train_windows_neg_los,train_windows_neg_pneumonia,train_windows_neg_sepsis,train_windows_pos_abdominal_nec,train_windows_pos_any,train_windows_pos_brain_ivh_stage_3_4,train_windows_pos_cns_los,train_windows_pos_cps_los,train_windows_pos_infection,train_windows_pos_los,train_windows_pos_pneumonia,train_windows_pos_sepsis,val_patients_neg_abdominal_nec,val_patients_neg_all,val_patients_neg_brain_ivh_stage_3_4,val_patients_neg_cns_los,val_patients_neg_cps_los,val_patients_neg_infection,val_patients_neg_los,val_patients_neg_pneumonia,val_patients_neg_sepsis,val_patients_pos_abdominal_nec,val_patients_pos_any,val_patients_pos_brain_ivh_stage_3_4,val_patients_pos_cns_los,val_patients_pos_cps_los,val_patients_pos_infection,val_patients_pos_los,val_patients_pos_pneumonia,val_patients_pos_sepsis,val_windows_neg_abdominal_nec,val_windows_neg_all,val_windows_neg_brain_ivh_stage_3_4,val_windows_neg_cns_los,val_windows_neg_cps_los,val_windows_neg_infection,val_windows_neg_los,val_windows_neg_pneumonia,val_windows_neg_sepsis,val_windows_pos_abdominal_nec,val_windows_pos_any,val_windows_pos_brain_ivh_stage_3_4,val_windows_pos_cns_los,val_windows_pos_cps_los,val_windows_pos_infection,val_windows_pos_los,val_windows_pos_pneumonia,val_windows_pos_sepsis,multi_fn,multi_fp,multi_tn,multi_tp,train_total_patients,train_total_windows,val_total_patients,val_total_windows
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,1,0.49998,0.00974,0.00000,0.00000,0.00000,0.99026,27641.00000,0.00000,272.00000,0.00000,,,,,,,,245,,,,,,,245.00000,,18,,,,,,,18.00000,,255058,,,,,,,255058.00000,,1406,,,,,,,1406.00000,,29,,,,,,,29.00000,,3,,,,,,,3.00000,,27641,,,,,,,27641.00000,,272,,,,,,,272.00000,,,,,245,256464,29,27913
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,2,0.49990,0.00719,0.00000,0.00000,0.00000,0.99276,19756.00000,1.00000,143.00000,0.00000,,,,,,,,246,,,,,,,246.00000,,19,,,,,,,19.00000,,262942,,,,,,,262942.00000,,1535,,,,,,,1535.00000,,28,,,,,,,28.00000,,2,,,,,,,2.00000,,19757,,,,,,,19757.00000,,143,,,,,,,143.00000,,,,,246,264477,28,19900
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,3,0.49997,0.00551,0.00000,0.00000,0.00000,0.99449,31049.00000,0.00000,172.00000,0.00000,,,,,,,,246,,,,,,,246.00000,,19,,,,,,,19.00000,,251650,,,,,,,251650.00000,,1506,,,,,,,1506.00000,,28,,,,,,,28.00000,,2,,,,,,,2.00000,,31049,,,,,,,31049.00000,,172,,,,,,,172.00000,,,,,246,253156,28,31221
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,4,0.49998,0.00266,0.00000,0.00000,0.00000,0.99734,25074.00000,0.00000,67.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,257625,,,,,,,257625.00000,,1611,,,,,,,1611.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,25074,,,,,,,25074.00000,,67,,,,,,,67.00000,,,,,247,259236,27,25141
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,5,0.49991,0.00935,0.00000,0.00000,0.00000,0.99065,33154.00000,0.00000,313.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,249545,,,,,,,249545.00000,,1365,,,,,,,1365.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,33154,,,,,,,33154.00000,,313,,,,,,,313.00000,,,,,247,250910,27,33467
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,6,0.49675,0.00357,0.00000,0.00000,0.00000,0.99594,39003.00000,19.00000,140.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,243677,,,,,,,243677.00000,,1538,,,,,,,1538.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,39022,,,,,,,39022.00000,,140,,,,,,,140.00000,,,,,247,245215,27,39162
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,7,0.49846,0.00446,0.00000,0.00000,0.00000,0.99528,26356.00000,7.00000,118.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,256336,,,,,,,256336.00000,,1560,,,,,,,1560.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,26363,,,,,,,26363.00000,,118,,,,,,,118.00000,,,,,247,257896,27,26481
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,8,0.49996,0.00745,0.00000,0.00000,0.00000,0.99255,23064.00000,0.00000,173.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,259635,,,,,,,259635.00000,,1505,,,,,,,1505.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,23064,,,,,,,23064.00000,,173,,,,,,,173.00000,,,,,247,261140,27,23237
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,9,0.50480,0.01484,0.00000,0.00000,0.00000,0.99482,19770.00000,0.00000,103.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,262929,,,,,,,262929.00000,,1575,,,,,,,1575.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,19770,,,,,,,19770.00000,,103,,,,,,,103.00000,,,,,247,264504,27,19873
1a663321ed93aa9b2cb32a3de3ebb414f66e7ab74221b9f7a4fb18926956e972_2.pklz,10,0.49975,0.00466,0.00000,0.00000,0.00000,0.99534,37805.00000,0.00000,177.00000,0.00000,,,,,,,,247,,,,,,,247.00000,,19,,,,,,,19.00000,,244894,,,,,,,244894.00000,,1501,,,,,,,1501.00000,,27,,,,,,,27.00000,,2,,,,,,,2.00000,,37805,,,,,,,37805.00000,,177,,,,,,,177.00000,,,,,247,246395,27,37982
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,1,,,,,,,,,,,0.86892,0.99128,0.99538,0.99536,0.99492,0.99536,246.00000,246,,,,,246.00000,,,20.00000,28,,,,,16.00000,,,260520.00000,259199,,,,,260381.00000,,,1311.00000,2632,,,,,1450.00000,,,30.00000,30,,,,,30.00000,,,3.00000,5,,,,,4.00000,,,24454.00000,24152,,,,,24262.00000,,,110.00000,412,,,,,302.00000,,,,,,,246,261831,30,24564
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,2,,,,,,,,,,,0.63956,0.98169,0.98601,0.98923,0.98581,0.98923,246.00000,246,,,,,246.00000,,,19.00000,28,,,,,17.00000,,,258052.00000,256796,,,,,257911.00000,,,1244.00000,2500,,,,,1385.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,2.00000,,,26231.00000,26046,,,,,26134.00000,,,148.00000,333,,,,,245.00000,,,,,,,246,259296,29,26379
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,3,,,,,,,,,,,0.85879,0.98952,0.99440,0.99454,0.99403,0.99454,247.00000,247,,,,,247.00000,,,20.00000,29,,,,,16.00000,,,257491.00000,256144,,,,,257255.00000,,,1240.00000,2587,,,,,1476.00000,,,28.00000,28,,,,,28.00000,,,2.00000,3,,,,,3.00000,,,29107.00000,28923,,,,,29259.00000,,,358.00000,542,,,,,206.00000,,,,,,,247,258731,28,29465
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,4,,,,,,,,,,,0.72651,0.98921,0.99396,0.99428,0.99319,0.99428,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,252394.00000,251063,,,,,252162.00000,,,1228.00000,2559,,,,,1460.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,33230.00000,33078,,,,,33197.00000,,,179.00000,331,,,,,212.00000,,,,,,,248,253622,28,33409
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,5,,,,,,,,,,,0.70976,0.99295,0.99569,0.99589,0.99496,0.99589,247.00000,247,,,,,247.00000,,,19.00000,28,,,,,17.00000,,,252515.00000,251126,,,,,252236.00000,,,1239.00000,2628,,,,,1518.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,2.00000,,,32003.00000,31949,,,,,32042.00000,,,139.00000,193,,,,,100.00000,,,,,,,247,253754,28,32142
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,6,,,,,,,,,,,0.94722,0.99744,0.99848,0.99848,0.99844,0.99848,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,253039.00000,251663,,,,,252848.00000,,,1314.00000,2690,,,,,1505.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,38838.00000,38445,,,,,38525.00000,,,81.00000,474,,,,,394.00000,,,,,,,248,254353,28,38919
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,7,,,,,,,,,,,0.96142,0.99656,0.99765,0.99760,0.99753,0.99760,248.00000,248,,,,,248.00000,,,19.00000,29,,,,,18.00000,,,256404.00000,254981,,,,,256116.00000,,,1264.00000,2687,,,,,1552.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,2.00000,,,30767.00000,30501,,,,,30902.00000,,,423.00000,689,,,,,288.00000,,,,,,,248,257668,28,31190
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,8,,,,,,,,,,,0.50182,0.98212,0.98204,0.99098,0.98649,0.99098,246.00000,246,,,,,246.00000,,,19.00000,27,,,,,16.00000,,,254348.00000,253076,,,,,254155.00000,,,1208.00000,2480,,,,,1401.00000,,,28.00000,28,,,,,28.00000,,,2.00000,4,,,,,2.00000,,,28712.00000,28561,,,,,28670.00000,,,109.00000,260,,,,,151.00000,,,,,,,246,255556,28,28821
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,9,,,,,,,,,,,0.49993,0.98110,0.98104,0.99048,0.98574,0.99048,247.00000,247,,,,,247.00000,,,19.00000,28,,,,,17.00000,,,252631.00000,251270,,,,,252228.00000,,,1087.00000,2448,,,,,1490.00000,,,27.00000,27,,,,,27.00000,,,2.00000,3,,,,,1.00000,,,30429.00000,30367,,,,,30597.00000,,,230.00000,292,,,,,62.00000,,,,,,,247,253718,27,30659
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_1.pklz,10,,,,,,,,,,,0.99700,0.99973,0.99893,0.99894,0.99893,0.99894,250.00000,250,,,,,250.00000,,,21.00000,31,,,,,18.00000,,,267096.00000,265673,,,,,266861.00000,,,1317.00000,2740,,,,,1552.00000,,,27.00000,27,,,,,27.00000,,,3.00000,3,,,,,3.00000,,,26239.00000,25873,,,,,25965.00000,,,139.00000,505,,,,,413.00000,,,,,,,250,268413,27,26378
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,1,,,,,,,,,,,0.64387,0.98805,0.99324,0.99358,0.99171,0.99358,245.00000,245,,,,,245.00000,,,18.00000,27,,,,,17.00000,,,246201.00000,244825,,,,,245830.00000,,,1134.00000,2510,,,,,1505.00000,,,30.00000,30,,,,,30.00000,,,4.00000,5,,,,,2.00000,,,38082.00000,38017,,,,,38215.00000,,,258.00000,323,,,,,125.00000,,,,,,,245,247335,30,38340
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,2,,,,,,,,,,,0.95755,0.99620,0.99780,0.99781,0.99775,0.99781,248.00000,248,,,,,248.00000,,,21.00000,30,,,,,17.00000,,,261070.00000,259703,,,,,260891.00000,,,1317.00000,2684,,,,,1496.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,4.00000,,,29090.00000,28599,,,,,28768.00000,,,169.00000,660,,,,,491.00000,,,,,,,248,262387,29,29259
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,3,,,,,,,,,,,0.64148,0.98619,0.98893,0.99221,0.98956,0.99221,246.00000,246,,,,,246.00000,,,20.00000,28,,,,,16.00000,,,254935.00000,253713,,,,,254897.00000,,,1313.00000,2535,,,,,1351.00000,,,29.00000,29,,,,,29.00000,,,2.00000,4,,,,,3.00000,,,29583.00000,29362,,,,,29381.00000,,,65.00000,286,,,,,267.00000,,,,,,,246,256248,29,29648
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,4,,,,,,,,,,,0.84476,0.99435,0.99688,0.99690,0.99646,0.99690,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,254331.00000,253000,,,,,254185.00000,,,1314.00000,2645,,,,,1460.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,33444.00000,33231,,,,,33323.00000,,,93.00000,306,,,,,214.00000,,,,,,,248,255645,28,33537
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,5,,,,,,,,,,,0.91732,0.99407,0.99615,0.99615,0.99591,0.99615,248.00000,248,,,,,248.00000,,,19.00000,29,,,,,18.00000,,,256309.00000,254886,,,,,255981.00000,,,1224.00000,2647,,,,,1552.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,2.00000,,,31747.00000,31619,,,,,31986.00000,,,435.00000,563,,,,,196.00000,,,,,,,248,257533,28,32182
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,6,,,,,,,,,,,0.90977,0.99287,0.99601,0.99619,0.99578,0.99619,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,259094.00000,257766,,,,,258951.00000,,,1314.00000,2642,,,,,1457.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,28845.00000,28600,,,,,28877.00000,,,299.00000,544,,,,,267.00000,,,,,,,248,260408,28,29144
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,7,,,,,,,,,,,0.62158,0.97624,0.98628,0.98762,0.98376,0.98762,247.00000,247,,,,,247.00000,,,20.00000,28,,,,,16.00000,,,260376.00000,259065,,,,,260076.00000,,,1140.00000,2451,,,,,1440.00000,,,28.00000,28,,,,,28.00000,,,2.00000,4,,,,,3.00000,,,23907.00000,23777,,,,,23969.00000,,,252.00000,382,,,,,190.00000,,,,,,,247,261516,28,24159
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,8,,,,,,,,,,,0.93074,0.99362,0.99593,0.99592,0.99538,0.99592,248.00000,248,,,,,248.00000,,,19.00000,29,,,,,18.00000,,,263049.00000,261626,,,,,262731.00000,,,1234.00000,2657,,,,,1552.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,2.00000,,,26027.00000,25602,,,,,25777.00000,,,175.00000,600,,,,,425.00000,,,,,,,248,264283,28,26202
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,9,,,,,,,,,,,0.68738,0.99214,0.99586,0.99596,0.99497,0.99596,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,247430.00000,246063,,,,,247162.00000,,,1228.00000,2595,,,,,1496.00000,,,27.00000,27,,,,,27.00000,,,2.00000,3,,,,,2.00000,,,36714.00000,36648,,,,,36814.00000,,,166.00000,232,,,,,66.00000,,,,,,,248,248658,27,36880
4b4470169562b84140f14b27047c16209c6b40bde5bd74ba9bc2afd10d6be580_2.pklz,10,,,,,,,,,,,0.84454,0.99421,0.99693,0.99692,0.99651,0.99692,248.00000,248,,,,,248.00000,,,20.00000,29,,,,,17.00000,,,262779.00000,261418,,,,,262600.00000,,,1311.00000,2672,,,,,1490.00000,,,27.00000,27,,,,,27.00000,,,2.00000,3,,,,,2.00000,,,23655.00000,23514,,,,,23594.00000,,,81.00000,222,,,,,142.00000,,,,,,,248,264090,27,23736
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,1,,,,,,,,,,,0.69562,0.99643,0.99822,0.99821,0.99763,0.99821,246.00000,246,,,,,246.00000,,,19.00000,27,,,,,16.00000,,,253512.00000,253010,,,,,253677.00000,,,680.00000,1182,,,,,515.00000,,,29.00000,29,,,,,29.00000,,,2.00000,4,,,,,3.00000,,,31314.00000,31254,,,,,31286.00000,,,32.00000,92,,,,,60.00000,,,,,,,246,254192,29,31346
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,2,,,,,,,,,,,0.96189,0.99841,0.99921,0.99921,0.99916,0.99921,247.00000,247,,,,,247.00000,,,19.00000,28,,,,,17.00000,,,257362.00000,256827,,,,,257493.00000,,,679.00000,1214,,,,,548.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,3.00000,,,31193.00000,31125,,,,,31385.00000,,,260.00000,328,,,,,68.00000,,,,,,,247,258041,29,31453
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,3,,,,,,,,,,,0.76866,0.99847,0.99924,0.99924,0.99908,0.99924,246.00000,246,,,,,246.00000,,,18.00000,27,,,,,17.00000,,,244291.00000,243761,,,,,244425.00000,,,677.00000,1207,,,,,543.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,2.00000,,,40535.00000,40503,,,,,40538.00000,,,35.00000,67,,,,,32.00000,,,,,,,246,244968,29,40570
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,4,,,,,,,,,,,0.87406,0.99595,0.99797,0.99797,0.99757,0.99797,246.00000,246,,,,,246.00000,,,19.00000,27,,,,,16.00000,,,256178.00000,255665,,,,,256310.00000,,,658.00000,1171,,,,,526.00000,,,29.00000,29,,,,,29.00000,,,2.00000,4,,,,,3.00000,,,32956.00000,32721,,,,,32752.00000,,,31.00000,266,,,,,235.00000,,,,,,,246,256836,29,32987
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,5,,,,,,,,,,,0.49998,0.98463,0.98458,0.99226,0.98840,0.99226,246.00000,246,,,,,246.00000,,,18.00000,26,,,,,16.00000,,,252902.00000,252376,,,,,252835.00000,,,472.00000,998,,,,,539.00000,,,28.00000,28,,,,,28.00000,,,2.00000,4,,,,,2.00000,,,30789.00000,30763,,,,,30977.00000,,,214.00000,240,,,,,26.00000,,,,,,,246,253374,28,31003
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,6,,,,,,,,,,,0.94910,0.99887,0.99944,0.99943,0.99938,0.99943,248.00000,248,,,,,248.00000,,,18.00000,28,,,,,18.00000,,,257736.00000,257184,,,,,257840.00000,,,669.00000,1221,,,,,565.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,2.00000,,,30027.00000,29916,,,,,29972.00000,,,56.00000,167,,,,,111.00000,,,,,,,248,258405,28,30083
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,7,,,,,,,,,,,0.97557,0.99899,0.99949,0.99949,0.99947,0.99949,248.00000,248,,,,,248.00000,,,19.00000,28,,,,,17.00000,,,259239.00000,258698,,,,,259367.00000,,,682.00000,1223,,,,,554.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,29381.00000,29324,,,,,29574.00000,,,250.00000,307,,,,,57.00000,,,,,,,248,259921,28,29631
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,8,,,,,,,,,,,0.88851,0.99761,0.99877,0.99877,0.99858,0.99877,248.00000,248,,,,,248.00000,,,19.00000,28,,,,,16.00000,,,256758.00000,256212,,,,,256871.00000,,,659.00000,1205,,,,,546.00000,,,27.00000,27,,,,,27.00000,,,2.00000,3,,,,,3.00000,,,27573.00000,27474,,,,,27510.00000,,,49.00000,148,,,,,112.00000,,,,,,,248,257417,27,27622
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,9,,,,,,,,,,,0.96976,0.99886,0.99943,0.99943,0.99936,0.99943,249.00000,249,,,,,249.00000,,,19.00000,29,,,,,18.00000,,,266337.00000,265785,,,,,266444.00000,,,672.00000,1224,,,,,565.00000,,,27.00000,27,,,,,27.00000,,,3.00000,3,,,,,2.00000,,,26229.00000,26015,,,,,26049.00000,,,34.00000,248,,,,,214.00000,,,,,,,249,267009,27,26263
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_1.pklz,10,,,,,,,,,,,0.86957,0.99768,0.99884,0.99884,0.99869,0.99884,249.00000,249,,,,,249.00000,,,19.00000,29,,,,,18.00000,,,265759.00000,265207,,,,,265856.00000,,,662.00000,1214,,,,,565.00000,,,27.00000,27,,,,,27.00000,,,3.00000,3,,,,,2.00000,,,20549.00000,20518,,,,,20579.00000,,,61.00000,92,,,,,31.00000,,,,,,,249,266421,27,20610
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,1,,,,,,,,,,,0.70929,0.99717,0.99858,0.99858,0.99817,0.99858,246.00000,246,,,,,246.00000,,,18.00000,27,,,,,17.00000,,,249618.00000,249107,,,,,249771.00000,,,677.00000,1188,,,,,524.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,2.00000,,,35208.00000,35157,,,,,35192.00000,,,35.00000,86,,,,,51.00000,,,,,,,246,250295,29,35243
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,2,,,,,,,,,,,0.93597,0.99809,0.99894,0.99895,0.99891,0.99895,247.00000,247,,,,,247.00000,,,20.00000,28,,,,,16.00000,,,263819.00000,263288,,,,,263961.00000,,,686.00000,1217,,,,,544.00000,,,29.00000,29,,,,,29.00000,,,2.00000,4,,,,,4.00000,,,21853.00000,21726,,,,,21763.00000,,,37.00000,164,,,,,127.00000,,,,,,,247,264505,29,21890
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,3,,,,,,,,,,,0.50000,0.99768,0.99768,0.99884,0.99826,0.99884,245.00000,245,,,,,245.00000,,,18.00000,26,,,,,16.00000,,,250987.00000,250455,,,,,251110.00000,,,668.00000,1200,,,,,545.00000,,,29.00000,29,,,,,29.00000,,,2.00000,4,,,,,2.00000,,,32704.00000,32684,,,,,32702.00000,,,18.00000,38,,,,,20.00000,,,,,,,245,251655,29,32722
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,4,,,,,,,,,,,0.69547,0.98129,0.98771,0.98762,0.98299,0.98762,246.00000,246,,,,,246.00000,,,18.00000,27,,,,,17.00000,,,262508.00000,261980,,,,,262462.00000,,,495.00000,1023,,,,,541.00000,,,29.00000,29,,,,,29.00000,,,3.00000,4,,,,,2.00000,,,26626.00000,26406,,,,,26600.00000,,,194.00000,414,,,,,220.00000,,,,,,,246,263003,29,26820
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,5,,,,,,,,,,,0.86331,0.99684,0.99838,0.99837,0.99821,0.99837,249.00000,249,,,,,249.00000,,,19.00000,29,,,,,18.00000,,,266003.00000,265451,,,,,266087.00000,,,649.00000,1201,,,,,565.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,3.00000,,,23888.00000,23852,,,,,23942.00000,,,103.00000,139,,,,,49.00000,,,,,,,249,266652,28,23991
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,6,,,,,,,,,,,0.50000,0.99568,0.99568,0.99784,0.99676,0.99784,246.00000,246,,,,,246.00000,,,18.00000,26,,,,,16.00000,,,252267.00000,251748,,,,,252386.00000,,,651.00000,1170,,,,,532.00000,,,28.00000,28,,,,,28.00000,,,2.00000,4,,,,,2.00000,,,31424.00000,31391,,,,,31426.00000,,,35.00000,68,,,,,33.00000,,,,,,,246,252918,28,31459
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,7,,,,,,,,,,,0.91786,0.99809,0.99904,0.99904,0.99894,0.99904,248.00000,248,,,,,248.00000,,,19.00000,28,,,,,17.00000,,,244631.00000,244101,,,,,244750.00000,,,662.00000,1192,,,,,543.00000,,,28.00000,28,,,,,28.00000,,,3.00000,4,,,,,3.00000,,,47935.00000,47699,,,,,47743.00000,,,44.00000,280,,,,,236.00000,,,,,,,248,245293,28,47979
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,8,,,,,,,,,,,0.99776,0.99986,0.99982,0.99982,0.99982,0.99982,250.00000,250,,,,,250.00000,,,20.00000,30,,,,,18.00000,,,262429.00000,261877,,,,,262550.00000,,,686.00000,1238,,,,,565.00000,,,28.00000,28,,,,,28.00000,,,4.00000,4,,,,,4.00000,,,28107.00000,27950,,,,,28240.00000,,,290.00000,447,,,,,157.00000,,,,,,,250,263115,28,28397
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,9,,,,,,,,,,,0.97643,0.99898,0.99915,0.99917,0.99912,0.99917,249.00000,249,,,,,249.00000,,,19.00000,29,,,,,18.00000,,,261354.00000,260802,,,,,261469.00000,,,680.00000,1232,,,,,565.00000,,,27.00000,27,,,,,27.00000,,,3.00000,3,,,,,2.00000,,,27417.00000,27384,,,,,27635.00000,,,264.00000,297,,,,,46.00000,,,,,,,249,262034,27,27681
562b16f5775cffcf08c9c39d043604b84424744cf0a47cf46938be80666c6dfa_2.pklz,10,,,,,,,,,,,0.77551,0.99837,0.99918,0.99918,0.99886,0.99918,248.00000,248,,,,,248.00000,,,19.00000,28,,,,,17.00000,,,257950.00000,257408,,,,,258078.00000,,,683.00000,1225,,,,,555.00000,,,27.00000,27,,,,,27.00000,,,2.00000,3,,,,,2.00000,,,26876.00000,26856,,,,,26885.00000,,,29.00000,49,,,,,20.00000,,,,,,,248,258633,27,26905
66a9ca24d75bbc11522ff88c721c5f672ef44904d828a47366986916af6c84ce_1.pklz,1,,,,,,,,,,,0.89764,0.98762,0.99280,0.99277,0.99206,0.99277,247.00000,247,,,,,247.00000,,,19.00000,29,,,,,18.00000,,,261078.00000,259141,,,,,260484.00000,,,1611.00000,3548,,,,,2205.00000,,,30.00000,30,,,,,30.00000,,,5.00000,5,,,,,3.00000,,,26423.00000,26143,,,,,26637.00000,,,537.00000,817,,,,,323.00000,,,,,,,247,262689,30,26960
